,index,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,key,option_mapping,question,references,option_ordinal,survey
2,7,7,7,7,GOVPRIORITYb_W54,"{1.0: 'A top priority', 2.0: 'Important, but lower priority', 3.0: 'Not too important', 4.0: 'Should not be done', 99.0: 'Refused'}",How much of a priority should the following be for the federal government to address: Reducing illegal immigration,"['A top priority', 'Important, but lower priority', 'Not too important', 'Should not be done', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
3,8,8,8,8,GOVPRIORITYc_W54,"{1.0: 'A top priority', 2.0: 'Important, but lower priority', 3.0: 'Not too important', 4.0: 'Should not be done', 99.0: 'Refused'}",How much of a priority should the following be for the federal government to address: Reducing economic inequality,"['A top priority', 'Important, but lower priority', 'Not too important', 'Should not be done', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
4,9,9,9,9,GOVPRIORITYd_W54,"{1.0: 'A top priority', 2.0: 'Important, but lower priority', 3.0: 'Not too important', 4.0: 'Should not be done', 99.0: 'Refused'}",How much of a priority should the following be for the federal government to address: Addressing climate change,"['A top priority', 'Important, but lower priority', 'Not too important', 'Should not be done', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
5,11,11,11,11,GOVPRIORITYf_W54,"{1.0: 'A top priority', 2.0: 'Important, but lower priority', 3.0: 'Not too important', 4.0: 'Should not be done', 99.0: 'Refused'}",How much of a priority should the following be for the federal government to address: Reducing gun violence,"['A top priority', 'Important, but lower priority', 'Not too important', 'Should not be done', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
6,20,20,20,20,ECON1_W54,"{1.0: 'Excellent', 2.0: 'Good', 3.0: 'Only fair', 4.0: 'Poor', 99.0: 'Refused'}","Thinking about the nation's economy, how would you rate economic conditions in this country today?","['Excellent', 'Good', 'Only fair', 'Poor', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
7,25,25,25,25,ECON3_d_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","How much, if at all, do you think the cost of health care is contributing to your opinion about how the economy is doing?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
8,31,31,31,31,ECON4_a_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","Thinking about your own household's financial situation, how much, if at all, does the availability of jobs in your area affect your household's financial situation?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
9,32,32,32,32,ECON4_b_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","Thinking about your own household's financial situation, how much, if at all, does how the stock market is doing affect your household's financial situation?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
10,35,35,35,35,ECON4_e_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","Thinking about your own household's financial situation, how much, if at all, does real estate values in your area affect your household's financial situation?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
11,36,36,36,36,ECON4_f_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","Thinking about your own household's financial situation, how much, if at all, does gas prices affect your household's financial situation?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
12,37,37,37,37,ECON4_g_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","Thinking about your own household's financial situation, how much, if at all, does the federal budget deficit affect your household's financial situation?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
13,40,40,40,40,INEQ1_W54,"{1.0: 'Too much economic inequality', 2.0: 'Too little economic inequality', 3.0: 'About the right amount of economic inequality', 99.0: 'Refused'}","Thinking about the level of economic inequality in the country these days, would you say there is","['Too much economic inequality', 'Too little economic inequality', 'About the right amount of economic inequality', 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W54
14,43,43,43,43,INEQ4_a_W54,"{1.0: 'A lot', 2.0: 'Some', 3.0: 'Only a little', 4.0: 'None', 99.0: 'Refused'}","How much responsibility, if any, should the federal government have in reducing economic inequality in our country?","['A lot', 'Some', 'Only a little', 'None', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
15,48,48,48,48,INEQ5_a_W54,"{1.0: 'Contributes a great deal', 2.0: 'Contributes a fair amount', 3.0: 'Contributes not too much', 4.0: 'Contributes not at all', 99.0: 'Refused'}","How much, if at all, do you think the outsourcing of jobs to other countries contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
16,51,51,51,51,INEQ5_d_W54,"{1.0: 'Contributes a great deal', 2.0: 'Contributes a fair amount', 3.0: 'Contributes not too much', 4.0: 'Contributes not at all', 99.0: 'Refused'}","How much, if at all, do you think too much regulation of major corporations contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
17,52,52,52,52,INEQ5_e_W54,"{1.0: 'Contributes a great deal', 2.0: 'Contributes a fair amount', 3.0: 'Contributes not too much', 4.0: 'Contributes not at all', 99.0: 'Refused'}","How much, if at all, do you think not enough regulation of major corporations contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
18,53,53,53,53,INEQ5_f_W54,"{1.0: 'Contributes a great deal', 2.0: 'Contributes a fair amount', 3.0: 'Contributes not too much', 4.0: 'Contributes not at all', 99.0: 'Refused'}","How much, if at all, do you think some people work harder than others contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
19,55,55,55,55,INEQ5_h_W54,"{1.0: 'Contributes a great deal', 2.0: 'Contributes a fair amount', 3.0: 'Contributes not too much', 4.0: 'Contributes not at all', 99.0: 'Refused'}","How much, if at all, do you think the different life choices people make contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
20,56,56,56,56,INEQ5_i_W54,"{1.0: 'Contributes a great deal', 2.0: 'Contributes a fair amount', 3.0: 'Contributes not too much', 4.0: 'Contributes not at all', 99.0: 'Refused'}","How much, if at all, do you think some people starting out with more opportunities than others contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
21,58,58,58,58,INEQ5_k_W54,"{1.0: 'Contributes a great deal', 2.0: 'Contributes a fair amount', 3.0: 'Contributes not too much', 4.0: 'Contributes not at all', 99.0: 'Refused'}","How much, if at all, do you think discrimination against racial and ethnic minorities contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
22,59,59,59,59,INEQ5_l_W54,"{1.0: 'Contributes a great deal', 2.0: 'Contributes a fair amount', 3.0: 'Contributes not too much', 4.0: 'Contributes not at all', 99.0: 'Refused'}","How much, if at all, do you think the growing number of illegal immigrants working in the U.S. contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
23,60,60,60,60,INEQ5_m_W54,"{1.0: 'Contributes a great deal', 2.0: 'Contributes a fair amount', 3.0: 'Contributes not too much', 4.0: 'Contributes not at all', 99.0: 'Refused'}","How much, if at all, do you think the growing number of legal immigrants working in the U.S. contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
24,63,63,63,63,INEQ8_a_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Nothing at all', 99.0: 'Refused'}","How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Increasing the federal minimum wage","['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
25,64,64,64,64,INEQ8_b_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Nothing at all', 99.0: 'Refused'}","How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Making college tuition free at both public two-year and four-year colleges","['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
26,65,65,65,65,INEQ8_c_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Nothing at all', 99.0: 'Refused'}","How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Increasing taxes on the wealthiest Americans","['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
27,66,66,66,66,INEQ8_d_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Nothing at all', 99.0: 'Refused'}","How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Expanding Medicare so that it covers Americans of all ages","['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
28,68,68,68,68,INEQ8_f_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Nothing at all', 99.0: 'Refused'}","How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Making college tuition free at public two-year colleges","['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
29,69,69,69,69,INEQ8_g_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Nothing at all', 99.0: 'Refused'}","How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Eliminating college debt","['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
30,70,70,70,70,INEQ8_h_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Nothing at all', 99.0: 'Refused'}","How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Reducing illegal immigration","['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
31,71,71,71,71,INEQ8_i_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Nothing at all', 99.0: 'Refused'}","How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Expanding government benefits for the poor","['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
32,72,72,72,72,INEQ8_j_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Nothing at all', 99.0: 'Refused'}","How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Breaking up large corporations","['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
33,75,75,75,75,INEQ11_W54,"{1.0: 'Should raise taxes on people like you', 2.0: 'Should not raise taxes on people like you', 99.0: 'Refused'}","In order to address economic inequality in this country, do you think the government","['Should raise taxes on people like you', 'Should not raise taxes on people like you', 'Refused']","[1.0, 2.0]",Pew_American_Trends_Panel_W54
34,77,77,77,77,ECON5_b_W54,"{1.0: 'Helping a lot', 2.0: 'Helping a little', 3.0: 'Hurting a little', 4.0: 'Hurting a lot', 5.0: 'Neither helping nor hurting', 99.0: 'Refused'}",Do you think the country's current economic conditions are helping or hurting people who are wealthy?,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']","[1.0, 2.0, 3.0, 4.0, 2.5]",Pew_American_Trends_Panel_W54
35,78,78,78,78,ECON5_c_W54,"{1.0: 'Helping a lot', 2.0: 'Helping a little', 3.0: 'Hurting a little', 4.0: 'Hurting a lot', 5.0: 'Neither helping nor hurting', 99.0: 'Refused'}",Do you think the country's current economic conditions are helping or hurting the middle class?,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']","[1.0, 2.0, 3.0, 4.0, 2.5]",Pew_American_Trends_Panel_W54
36,79,79,79,79,ECON5_d_W54,"{1.0: 'Helping a lot', 2.0: 'Helping a little', 3.0: 'Hurting a little', 4.0: 'Hurting a lot', 5.0: 'Neither helping nor hurting', 99.0: 'Refused'}",Do you think the country's current economic conditions are helping or hurting people who are poor?,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']","[1.0, 2.0, 3.0, 4.0, 2.5]",Pew_American_Trends_Panel_W54
37,80,80,80,80,ECON5_e_W54,"{1.0: 'Helping a lot', 2.0: 'Helping a little', 3.0: 'Hurting a little', 4.0: 'Hurting a lot', 5.0: 'Neither helping nor hurting', 99.0: 'Refused'}",Do you think the country's current economic conditions are helping or hurting older adults?,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']","[1.0, 2.0, 3.0, 4.0, 2.5]",Pew_American_Trends_Panel_W54
38,81,81,81,81,ECON5_f_W54,"{1.0: 'Helping a lot', 2.0: 'Helping a little', 3.0: 'Hurting a little', 4.0: 'Hurting a lot', 5.0: 'Neither helping nor hurting', 99.0: 'Refused'}",Do you think the country's current economic conditions are helping or hurting young adults?,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']","[1.0, 2.0, 3.0, 4.0, 2.5]",Pew_American_Trends_Panel_W54
39,82,82,82,82,ECON5_g_W54,"{1.0: 'Helping a lot', 2.0: 'Helping a little', 3.0: 'Hurting a little', 4.0: 'Hurting a lot', 5.0: 'Neither helping nor hurting', 99.0: 'Refused'}",Do you think the country's current economic conditions are helping or hurting people who are white?,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']","[1.0, 2.0, 3.0, 4.0, 2.5]",Pew_American_Trends_Panel_W54
40,83,83,83,83,ECON5_h_W54,"{1.0: 'Helping a lot', 2.0: 'Helping a little', 3.0: 'Hurting a little', 4.0: 'Hurting a lot', 5.0: 'Neither helping nor hurting', 99.0: 'Refused'}",Do you think the country's current economic conditions are helping or hurting people who are black?,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']","[1.0, 2.0, 3.0, 4.0, 2.5]",Pew_American_Trends_Panel_W54
41,84,84,84,84,ECON5_i_W54,"{1.0: 'Helping a lot', 2.0: 'Helping a little', 3.0: 'Hurting a little', 4.0: 'Hurting a lot', 5.0: 'Neither helping nor hurting', 99.0: 'Refused'}",Do you think the country's current economic conditions are helping or hurting people who are Hispanic?,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']","[1.0, 2.0, 3.0, 4.0, 2.5]",Pew_American_Trends_Panel_W54
42,85,85,85,85,ECON5_j_W54,"{1.0: 'Helping a lot', 2.0: 'Helping a little', 3.0: 'Hurting a little', 4.0: 'Hurting a lot', 5.0: 'Neither helping nor hurting', 99.0: 'Refused'}",Do you think the country's current economic conditions are helping or hurting people without college degrees?,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']","[1.0, 2.0, 3.0, 4.0, 2.5]",Pew_American_Trends_Panel_W54
43,86,86,86,86,ECON5_k_W54,"{1.0: 'Helping a lot', 2.0: 'Helping a little', 3.0: 'Hurting a little', 4.0: 'Hurting a lot', 5.0: 'Neither helping nor hurting', 99.0: 'Refused'}",Do you think the country's current economic conditions are helping or hurting people with college degrees?,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']","[1.0, 2.0, 3.0, 4.0, 2.5]",Pew_American_Trends_Panel_W54
44,93,93,93,93,ECIMPg_W54,"{1.0: 'Too much power and influence', 2.0: 'Not enough power and influence', 3.0: 'About the right amount', 99.0: 'Refused'}",How much power and influence do you think people who are wealthy have on today's economy?,"['Too much power and influence', 'Not enough power and influence', 'About the right amount', 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W54
45,97,97,97,97,WORRY2a_W54,"{1.0: 'Every day', 2.0: 'Almost every day', 3.0: 'Sometimes', 4.0: 'Rarely', 5.0: 'Never', 99.0: 'Refused'}","How often, if ever, do you worry about the amount of debt you have?","['Every day', 'Almost every day', 'Sometimes', 'Rarely', 'Never', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]",Pew_American_Trends_Panel_W54
46,98,98,98,98,WORRY2b_W54,"{1.0: 'Every day', 2.0: 'Almost every day', 3.0: 'Sometimes', 4.0: 'Rarely', 5.0: 'Never', 99.0: 'Refused'}","How often, if ever, do you worry about losing your job?","['Every day', 'Almost every day', 'Sometimes', 'Rarely', 'Never', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]",Pew_American_Trends_Panel_W54
47,99,99,99,99,WORRY2c_W54,"{1.0: 'Every day', 2.0: 'Almost every day', 3.0: 'Sometimes', 4.0: 'Rarely', 5.0: 'Never', 99.0: 'Refused'}","How often, if ever, do you worry about paying your bills?","['Every day', 'Almost every day', 'Sometimes', 'Rarely', 'Never', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]",Pew_American_Trends_Panel_W54
48,100,100,100,100,WORRY2d_W54,"{1.0: 'Every day', 2.0: 'Almost every day', 3.0: 'Sometimes', 4.0: 'Rarely', 5.0: 'Never', 99.0: 'Refused'}","How often, if ever, do you worry about the cost of health care for you and your family?","['Every day', 'Almost every day', 'Sometimes', 'Rarely', 'Never', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]",Pew_American_Trends_Panel_W54
49,101,101,101,101,WORRY2e_W54,"{1.0: 'Every day', 2.0: 'Almost every day', 3.0: 'Sometimes', 4.0: 'Rarely', 5.0: 'Never', 99.0: 'Refused'}","How often, if ever, do you worry about being able to save enough for your retirement?","['Every day', 'Almost every day', 'Sometimes', 'Rarely', 'Never', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]",Pew_American_Trends_Panel_W54
0,3,3,3,3,GAP21Q4_a_W82,"{1.0: 'Very favorable', 2.0: 'Somewhat favorable', 3.0: 'Somewhat unfavorable', 4.0: 'Very unfavorable', 99.0: 'Refused'}",Do you have a favorable or unfavorable opinion of the United States,"['Very favorable', 'Somewhat favorable', 'Somewhat unfavorable', 'Very unfavorable', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W82
1,4,4,4,4,GAP21Q4_b_W82,"{1.0: 'Very favorable', 2.0: 'Somewhat favorable', 3.0: 'Somewhat unfavorable', 4.0: 'Very unfavorable', 99.0: 'Refused'}",Do you have a favorable or unfavorable opinion of China,"['Very favorable', 'Somewhat favorable', 'Somewhat unfavorable', 'Very unfavorable', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W82
2,5,5,5,5,GAP21Q4_c_W82,"{1.0: 'Very favorable', 2.0: 'Somewhat favorable', 3.0: 'Somewhat unfavorable', 4.0: 'Very unfavorable', 99.0: 'Refused'}",Do you have a favorable or unfavorable opinion of Germany,"['Very favorable', 'Somewhat favorable', 'Somewhat unfavorable', 'Very unfavorable', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W82
3,6,6,6,6,GAP21Q4_d_W82,"{1.0: 'Very favorable', 2.0: 'Somewhat favorable', 3.0: 'Somewhat unfavorable', 4.0: 'Very unfavorable', 99.0: 'Refused'}",Do you have a favorable or unfavorable opinion of the European Union,"['Very favorable', 'Somewhat favorable', 'Somewhat unfavorable', 'Very unfavorable', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W82
4,7,7,7,7,GAP21Q4_e_W82,"{1.0: 'Very favorable', 2.0: 'Somewhat favorable', 3.0: 'Somewhat unfavorable', 4.0: 'Very unfavorable', 99.0: 'Refused'}",Do you have a favorable or unfavorable opinion of the United Nations,"['Very favorable', 'Somewhat favorable', 'Somewhat unfavorable', 'Very unfavorable', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W82
5,8,8,8,8,GAP21Q4_f_W82,"{1.0: 'Very favorable', 2.0: 'Somewhat favorable', 3.0: 'Somewhat unfavorable', 4.0: 'Very unfavorable', 99.0: 'Refused'}","Do you have a favorable or unfavorable opinion of nato, that is, North Atlantic Treaty Organization","['Very favorable', 'Somewhat favorable', 'Somewhat unfavorable', 'Very unfavorable', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W82
6,12,12,12,12,GAP21Q7_a_W82,"{1.0: 'Very good', 2.0: 'Somewhat good', 3.0: 'Somewhat bad', 4.0: 'Very bad', 99.0: 'Refused'}",Would you say the US has done a good or bad job dealing with the coronavirus outbreak?,"['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W82
7,13,13,13,13,GAP21Q7_b_W82,"{1.0: 'Very good', 2.0: 'Somewhat good', 3.0: 'Somewhat bad', 4.0: 'Very bad', 99.0: 'Refused'}",Would you say China has done a good or bad job dealing with the coronavirus outbreak?,"['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W82
8,15,15,15,15,GAP21Q7_d_W82,"{1.0: 'Very good', 2.0: 'Somewhat good', 3.0: 'Somewhat bad', 4.0: 'Very bad', 99.0: 'Refused'}","Would you say the World Health Organization, or WHO has done a good or bad job dealing with the coronavirus outbreak?","['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W82
9,19,19,19,19,GAP21Q10_W82,"{1.0: 'More restrictions', 2.0: 'Fewer restrictions', 3.0: 'The restrictions were about right', 99.0: 'Refused'}","Thinking about restrictions on public activity in the US over the course of the coronavirus outbreak, do you think there should have been","['More restrictions', 'Fewer restrictions', 'The restrictions were about right', 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W82
10,23,23,23,23,GAP21Q13_b_W82,"{1.0: 'It needs to be completely reformed', 2.0: 'It needs major changes', 3.0: 'It needs minor changes', 4.0: ""It doesn't need to be changed"", 99.0: 'Refused'}","Thinking about the US, how much would you say the healthcare system needs to be changed, if at all?","['It needs to be completely reformed', 'It needs major changes', 'It needs minor changes', ""It doesn't need to be changed"", 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W82
11,26,26,26,26,GAP21Q15_a_W82,"{1.0: 'The best', 2.0: 'Above average', 3.0: 'Average', 4.0: 'Below average', 5.0: 'The worst', 99.0: 'Refused'}","Please compare the US to other developed nations in a few different areas. In each instance, how does the US compare? Healthcare system","['The best', 'Above average', 'Average', 'Below average', 'The worst', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]",Pew_American_Trends_Panel_W82
12,27,27,27,27,GAP21Q15_b_W82,"{1.0: 'The best', 2.0: 'Above average', 3.0: 'Average', 4.0: 'Below average', 5.0: 'The worst', 99.0: 'Refused'}","Please compare the US to other developed nations in a few different areas. In each instance, how does the US compare? Colleges and universities","['The best', 'Above average', 'Average', 'Below average', 'The worst', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]",Pew_American_Trends_Panel_W82
13,28,28,28,28,GAP21Q15_c_W82,"{1.0: 'The best', 2.0: 'Above average', 3.0: 'Average', 4.0: 'Below average', 5.0: 'The worst', 99.0: 'Refused'}","Please compare the US to other developed nations in a few different areas. In each instance, how does the US compare? Standard of living","['The best', 'Above average', 'Average', 'Below average', 'The worst', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]",Pew_American_Trends_Panel_W82
14,29,29,29,29,GAP21Q15_d_W82,"{1.0: 'The best', 2.0: 'Above average', 3.0: 'Average', 4.0: 'Below average', 5.0: 'The worst', 99.0: 'Refused'}","Please compare the US to other developed nations in a few different areas. In each instance, how does the US compare? Military","['The best', 'Above average', 'Average', 'Below average', 'The worst', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]",Pew_American_Trends_Panel_W82
15,30,30,30,30,GAP21Q15_e_W82,"{1.0: 'The best', 2.0: 'Above average', 3.0: 'Average', 4.0: 'Below average', 5.0: 'The worst', 99.0: 'Refused'}","Please compare the US to other developed nations in a few different areas. In each instance, how does the US compare? Technological achievements","['The best', 'Above average', 'Average', 'Below average', 'The worst', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]",Pew_American_Trends_Panel_W82
16,31,31,31,31,GAP21Q15_f_W82,"{1.0: 'The best', 2.0: 'Above average', 3.0: 'Average', 4.0: 'Below average', 5.0: 'The worst', 99.0: 'Refused'}","Please compare the US to other developed nations in a few different areas. In each instance, how does the US compare? Entertainment, including movies, music and television","['The best', 'Above average', 'Average', 'Below average', 'The worst', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]",Pew_American_Trends_Panel_W82
17,32,32,32,32,GAP21Q17_W82,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","In making international policy decisions, to what extent, if at all, do you think the US takes into account the interests of other countries around the world?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W82
18,34,34,34,34,GAP21Q19_a_W82,"{1.0: 'A lot of confidence', 2.0: 'Some confidence', 3.0: 'Not too much confidence', 4.0: 'No confidence at all', 99.0: 'Refused'}",How much confidence do you have in us President Joe Biden to do the right thing regarding world affairs?,"['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W82
